date,close,open,high,low,volume,symbol
2019-10-17,48.55,48.86,47.68,48.3,1087631,ACWX
2019-10-18,47.73,47.81,47.86,47.79,629430,ACWX
2019-10-14,1.06,1.07,1.14,1.06,270128,ADAP
2019-10-15,1.06,1.09,1.12,1,265868,ADAP
2019-10-16,1,1.05,1.09,1.02,210359,ADAP
2019-10-17,1.0451,1.06,1.12,1,266349,ADAP
2019-10-18,1.003,1.07,1.1,0.96,1130433,ADAP
2019-10-14,281.38,280.55,280.94,289.07,1431573,ADBE
2019-10-15,287.71,285.09,290.34,281.73,2029837,ADBE
2019-10-16,283.7,271.84,280.65,270.58,4507096,ADBE
2019-10-17,281.28,273.8,277.77,279.52,3441614,ADBE
2019-10-18,276.09,276.8,278.6,269.2,4398495,ADBE
2019-10-14,14.04,14.09,14.1,13.71,80343,ADES
2019-10-15,14.06,14.03,14.52,13.72,120256,ADES
2019-10-16,14.17,14.4,14.08,13.85,152179,ADES
2019-10-17,13.9,14.52,14.5,14.1,113036,ADES
2019-10-18,14.31,14.04,14.75,14.45,134641,ADES
2019-10-14,111.65,115.5,115,113.2,1792671,ADI
2019-10-15,118.43,113.16,115.56,113.6,2757217,ADI
2019-10-16,113.24,117.05,118.51,112.86,1983823,ADI
2019-10-17,115,113.68,113.74,111.59,1542696,ADI
2019-10-18,111.32,113.6,115.9,110.83,1487423,ADI
2019-10-14,1.45,1.46,1.52,1.46,7708,ADIL
2019-10-15,1.46,1.45,1.47,1.38,34657,ADIL
2019-10-16,1.64,1.42,1.71,1.38,190230,ADIL
2019-10-17,1.7,1.62,1.86,1.48,218626,ADIL
2019-10-18,1.63,1.62,1.71,1.6,46799,ADIL
2019-10-14,4.1,4.09,4.22,3.91,292438,ADMA
2019-10-15,4.19,4.05,4.26,4,852833,ADMA
2019-10-16,4.55,4.24,4.6,4.23,771367,ADMA
2019-10-17,4.61,4.42,4.9,4.39,970547,ADMA
2019-10-18,4.55,4.6,4.55,4.38,428256,ADMA
2019-10-14,0.5434,0.5608,0.56,0.5,633650,ADMP
2019-10-15,0.532,0.52,0.59,0.53,845537,ADMP
2019-10-16,0.59,0.5,0.6,0.49,2329415,ADMP
2019-10-17,0.5768,0.6,0.6225,0.57,953653,ADMP
2019-10-18,0.55,0.58,0.62,0.5171,1163058,ADMP
2019-10-14,4,3.88,4.03,3.7,468894,ADMS
2019-10-15,4.06,4.05,4.17,3.91,536749,ADMS
2019-10-16,4.12,4,4.32,4.11,396716,ADMS
2019-10-17,4,4.15,4.25,3.98,287583,ADMS
2019-10-18,4.06,4.07,4.2,3.89,329454,ADMS
2019-10-14,0.07,0.0741,0.08,0.0722,62249,ADOM
2019-10-15,0.07,0.0696,0.0846,0.0696,12030,ADOM
2019-10-16,0.082,0.07,0.0837,0.07,82772,ADOM
2019-10-17,0.08,0.074,0.084,0.075,15031,ADOM
2019-10-18,0.0805,0.08,0.0848,0.07,101236,ADOM
2019-10-14,162.66,163.98,165.52,162.33,1332986,ADP
2019-10-15,164.55,169.1,170.02,169.93,1408181,ADP
2019-10-16,164.67,164.94,168.17,167.69,1713888,ADP
2019-10-17,167.8,172.06,165.9,164.41,1115577,ADP
2019-10-18,167.69,165.61,166.93,163.61,1718075,ADP
2019-10-14,27.9,28.59,28.98,27.09,379912,ADPT
2019-10-15,30.34,28.25,31.67,27.33,919613,ADPT
2019-10-16,31.01,30.98,31.83,30.61,496875,ADPT
2019-10-17,31.46,30.98,31.9,29.71,338634,ADPT
2019-10-18,30.52,31.29,32.13,29.71,387919,ADPT
2019-10-15,32.36,31.9,32.53,31.5,651,ADRA
2019-10-16,31.58,32.68,31.94,32.29,417,ADRA
2019-10-17,31.47,31.56,32.32,31.69,346,ADRA
2019-10-18,32.52,31.79,31.37,31.59,232,ADRA
2019-10-14,21,22.01,21.34,21.82,390,ADRD
2019-10-15,21.4,21,21.9,21,2999,ADRD
2019-10-16,22.05,22.09,21.89,21.29,939,ADRD
2019-10-17,22.16,21.79,21.74,21.55,825,ADRD
2019-10-18,21.23,22.12,22.4,21.84,2257,ADRD
2019-10-14,40.31,39.52,39.76,40.04,1216,ADRE
2019-10-15,41.47,39.67,40.22,39.51,1062,ADRE
2019-10-16,41.3,40.08,41.2,40.77,2804,ADRE
2019-10-17,40.64,40.19,40.33,39.97,3338,ADRE
2019-10-18,40.78,40.12,39.99,39.7,2848,ADRE
2019-10-14,1.0304,1.05,1.04,0.99,387430,ADRO
2019-10-15,1,1.0243,1.05,1.006,425627,ADRO
2019-10-16,1.03,1,1.09,1.007,1091515,ADRO
2019-10-17,1.12,1.08,1.13,1.06,1123991,ADRO
2019-10-18,1.02,1.12,1.1,1.01,644698,ADRO
2019-10-14,20.7,20.62,20.48,21.08,5064,ADRU
2019-10-15,21.04,0,0,0,17,ADRU
2019-10-16,21.54,20.98,21.22,21.29,121,ADRU
2019-10-17,21.54,21.54,21.54,21.54,0,ADRU
2019-10-18,21.54,21.54,21.54,21.54,0,ADRU
2019-10-14,156.97,153.58,157.32,151.42,843913,ADSK
2019-10-15,156,152.2,158.72,155.88,1246737,ADSK
2019-10-16,151.53,150.71,151.26,147.69,2990698,ADSK
2019-10-17,149.49,150.52,152.03,145.18,1460914,ADSK
2019-10-18,146.36,150.92,149.7,144.8,2967732,ADSK
2019-10-14,9.52,9.13,9.4,9.1,359538,ADTN
2019-10-15,9.28,9.5,9.49,9.44,345445,ADTN
2019-10-16,9.8,9.49,9.97,9.52,256451,ADTN
2019-10-17,10.2,10.05,10.04,9.82,226022,ADTN
2019-10-18,9.69,9.94,10.07,9.6,238999,ADTN
2019-10-14,83.97,84.38,86.71,84.44,96102,ADUS
2019-10-15,84.58,88,84.9,84.5,148740,ADUS
2019-10-16,88.23,84.85,87.14,82.7,107906,ADUS
2019-10-17,87.47,85.85,89.31,85.8,137193,ADUS
2019-10-18,87.98,86.22,90.27,87.27,103411,ADUS
2019-10-14,6.24,5.76,6.58,5.68,4045933,ADVM
2019-10-15,6.46,6.35,6.86,6.28,2167970,ADVM
2019-10-16,7.12,6.35,7.4,6.35,1931119,ADVM
2019-10-17,7.14,7,7.28,6.9,1517061,ADVM
2019-10-18,7.05,7.36,7.1,6.57,1306068,ADVM
2019-10-14,0.3081,0.33,0.3454,0.308,7068626,ADXS
2019-10-15,0.337,0.3,0.3434,0.288,11698360,ADXS
2019-10-16,0.319,0.318,0.3411,0.316,4767244,ADXS
2019-10-17,0.34,0.323,0.3647,0.3194,5173115,ADXS
2019-10-18,0.36,0.3451,0.37,0.3235,4341010,ADXS
2019-10-14,21.36,21.57,21.77,20.95,96243,AEGN
2019-10-15,21.4,21.32,21.51,21.37,42641,AEGN
2019-10-16,21.7,21.9,21.63,22.2,65166,AEGN
2019-10-17,22.59,22.1,22.84,22.1,91662,AEGN
2019-10-18,21.74,21.66,22.17,21.9,126924,AEGN
2019-10-14,1.84,1.77,1.9,1.75,117664,AEHR
2019-10-15,1.89,1.8,1.99,1.78,198902,AEHR
2019-10-16,1.9,1.85,1.94,1.82,29767,AEHR
2019-10-17,1.86,1.85,1.93,1.9,70101,AEHR
2019-10-18,1.87,1.89,1.88,1.9,44653,AEHR
2019-10-14,55.13,56.23,54.36,55.85,239253,AEIS
2019-10-15,55.38,55.86,56.91,54.5,408443,AEIS
2019-10-16,54.37,55.38,54.71,53.33,219109,AEIS
2019-10-17,55.64,54.9,54.93,55.9,285891,AEIS
2019-10-18,53.76,54.56,56.73,53.16,275272,AEIS
2019-10-14,4.16,4.3,4.3,3.46,7233,AEMD
2019-10-15,4,3.66,4.51,3.68,76911,AEMD
2019-10-16,5.08,4.3,7.02,4.24,459587,AEMD
2019-10-17,4.66,4.71,5.15,4.4,36762,AEMD
2019-10-18,4.87,4.76,5.17,4.68,58105,AEMD
2019-10-14,20.3,20.83,20.59,19.36,2091648,AERI
2019-10-15,20.34,20.39,21.43,20.3,1470002,AERI
2019-10-16,21.28,20.7,21.68,20.92,1219194,AERI
2019-10-17,21.34,21.86,22.87,21.66,1637249,AERI
2019-10-18,21.06,21.3,21.69,20.7,1639299,AERI
2019-10-14,4.76,5,5.1,4.66,12448,AESE
2019-10-15,4.75,4.86,5.05,4.48,41794,AESE
2019-10-16,4.6,4.73,4.82,4.38,32410,AESE
2019-10-17,4.78,4.7,4.9,4.6,29936,AESE
2019-10-18,4.43,4.81,4.98,4.57,17742,AESE
2019-10-14,2.01,1.94,2.04,1.98,8528,AEY
2019-10-15,1.94,1.9,1.97,1.91,10134,AEY
2019-10-16,1.98,1.9,1.95,1.98,12891,AEY
2019-10-17,1.98,2.03,1.97,1.99,13917,AEY
2019-10-18,2.09,1.98,2.07,2.01,79418,AEY
2019-10-14,3.4,3.66,3.74,3.25,12560,AEYE
2019-10-15,3.35,3.5,3.6,3.4,18306,AEYE
2019-10-16,2.85,3.48,3.44,2.84,40534,AEYE
2019-10-17,3.23,2.9,3.32,2.9,6632,AEYE
2019-10-18,2.9,3.25,3.39,3,26174,AEYE
2019-10-14,0.9,0.9,0.915,0.88,50701,AEZS
2019-10-15,0.88,0.9025,0.9747,0.8981,117921,AEZS
2019-10-16,0.9,0.9,0.95,0.8411,183449,AEZS
2019-10-17,1,0.8975,1.07,0.8876,190201,AEZS
2019-10-18,1.1,1.013,1.21,1.014,531974,AEZS
2019-10-14,0.45,0.47,0.47,0.432,56682,AFH
2019-10-15,0.465,0.46,0.49,0.4191,138637,AFH
2019-10-16,0.49,0.448,0.56,0.451,289782,AFH
2019-10-17,0.6457,0.48,0.705,0.48,1484567,AFH
2019-10-18,0.74,0.64,0.81,0.53,1144897,AFH
2019-10-16,7.5,7.19,7.6,7.38,19935,AFHBL
2019-10-17,8.14,7.36,7.95,7.38,134841,AFHBL
2019-10-18,7.48,7.37,8,7.54,3088,AFHBL
2019-10-14,14.46,14.5,14.49,14.4,222741,AFIN
2019-10-15,14.74,14.07,14.79,13.96,616434,AFIN
2019-10-16,14.35,14.7,14.55,14.61,421489,AFIN
2019-10-17,14.57,14.8,15.16,14.22,648288,AFIN
2019-10-18,14.9,14.64,14.49,14.32,457070,AFIN
2019-10-14,26.32,26.25,26.09,25.99,57418,AFINP
2019-10-15,25.74,25.6,26.6,26.4,82136,AFINP
2019-10-16,25.99,26.3,25.8,26.23,38233,AFINP
2019-10-17,26.1,26.1,26.7,26.21,41463,AFINP
2019-10-18,26.48,26.41,26.58,25.41,59057,AFINP
2019-10-14,2.72,2.88,2.8,2.73,336052,AFMD
2019-10-15,2.93,2.8,3.13,2.79,622674,AFMD
2019-10-16,3.17,3.01,3.1,2.94,435296,AFMD
2019-10-17,3.2,3.04,3.14,3.1,387862,AFMD
2019-10-18,3.02,3.08,3.17,2.9,408607,AFMD
2019-10-14,25.91,25.44,26.71,26.01,55607,AFYA
2019-10-15,27.13,25.71,26.83,25.1,64059,AFYA
2019-10-16,26.76,26.64,27.38,25.81,110280,AFYA
2019-10-17,26.3,26.5,27.04,25.61,101238,AFYA
2019-10-18,25.9,25.92,26.51,25.5,56798,AFYA
2019-10-14,2.74,2.6,2.75,2.7,479754,AGEN
2019-10-15,2.67,2.71,2.87,2.64,684414,AGEN
2019-10-16,2.7,2.72,2.69,2.65,537757,AGEN
2019-10-17,2.81,2.67,2.75,2.68,435702,AGEN
2019-10-18,2.65,2.73,2.8,2.7,903122,AGEN
2019-10-14,2.41,2.34,2.47,2.28,241936,AGFS
2019-10-15,2.45,2.7,2.72,2.35,558807,AGFS
2019-10-16,2.37,2.4,2.49,2.35,71523,AGFS
2019-10-17,2.3,2.47,2.49,2.26,65799,AGFS
2019-10-18,2.39,2.25,2.48,2.3,49618,AGFS
2019-10-14,32.68,32.6,33.21,32.93,421515,AGIO
2019-10-15,35.41,33.46,35.77,33.57,525722,AGIO
2019-10-16,35.12,34.11,34.53,33.87,483544,AGIO
2019-10-17,35.26,34.27,36.3,34.3,481260,AGIO
2019-10-18,33.11,33.59,35.4,32.98,1405295,AGIO
2019-10-14,7.7,8.1,7.89,7.49,38582,AGLE
2019-10-15,7.7,7.73,7.71,7.53,23735,AGLE
2019-10-16,7.91,7.84,7.85,7.83,16963,AGLE
2019-10-17,8.1,8.1,8.08,8.1,32774,AGLE
2019-10-18,7.97,8.16,7.9,7.78,35272,AGLE
2019-10-14,16.44,16.7,16.1,15.56,3416,AGMH
2019-10-15,18.76,16.46,18.8,15.88,15564,AGMH
2019-10-16,19.1,19,19.69,18.8,3845,AGMH
2019-10-17,20.32,19.53,19.9,19.5,4105,AGMH
2019-10-18,18.73,19.89,20,18.87,5592,AGMH
2019-10-14,16.58,16.27,16.58,16.69,1881423,AGNC
2019-10-15,16.4,16.32,16.8,16.11,3533310,AGNC
2019-10-16,16.7,16.23,16.48,16.58,3069797,AGNC
2019-10-17,16.69,16.82,17.05,16.27,2547534,AGNC
2019-10-18,17.02,17.06,16.73,16.74,3791104,AGNC
2019-10-14,25.79,25.83,25.75,25.58,4973,AGNCB
2019-10-15,26.4,26.78,26.06,25.92,16432,AGNCB
2019-10-16,25.59,25.71,25.71,26.2,20539,AGNCB
2019-10-17,25.92,26.12,26.25,25.9,8563,AGNCB
2019-10-18,25.81,26.03,26.13,25.9,11258,AGNCB
2019-10-14,25.77,25.3,25.41,25.21,48448,AGNCM
2019-10-15,25.25,25.2,26.29,26.39,149151,AGNCM
2019-10-16,25.59,25.95,25.67,26.28,33892,AGNCM
2019-10-17,26.21,25.86,25.7,25.44,56418,AGNCM
2019-10-18,26.19,26.52,25.96,25.44,154175,AGNCM
2019-10-14,26.57,25.85,26.95,25.71,55739,AGNCN
2019-10-15,26.41,27.04,26.99,26.07,72416,AGNCN
2019-10-16,26.4,25.77,26.57,25.73,96255,AGNCN
2019-10-17,25.73,26.71,26.99,25.99,28613,AGNCN
2019-10-18,26.85,26.53,26.03,26.04,47769,AGNCN
2019-10-14,42.7,0,0,0,2,AGND
2019-10-15,41.58,42.9,41.48,41.9,3616,AGND
2019-10-16,42.8,42.22,42,42.93,2448,AGND
2019-10-17,41,0,0,0,2,AGND
2019-10-18,41.76,41.06,42.43,41.77,5554,AGND
2019-10-14,1.17,1.17,1.2,1.17,685464,AGRX
2019-10-15,1.28,1.19,1.34,1.2,2216117,AGRX
2019-10-16,1.27,1.3,1.34,1.26,1022645,AGRX
2019-10-17,1.2,1.3,1.26,1.22,1228083,AGRX
2019-10-18,1.24,1.2,1.27,1.16,620786,AGRX
2019-10-14,3.3,3.08,3.3,2.91,83453,AGTC
2019-10-15,3.27,3.14,3.4,2.95,85281,AGTC
2019-10-16,3.29,3.25,3.42,3.26,97986,AGTC
2019-10-17,3.26,3.41,3.4,3.08,70970,AGTC
2019-10-18,3.1,3.25,3.34,3.06,71975,AGTC
2019-10-14,27.72,26.87,28.12,26.94,83886,AGYS
2019-10-15,27,27.42,27.52,26.15,103398,AGYS
2019-10-16,27.16,26.95,26.35,25.54,127028,AGYS
2019-10-17,27.11,26.98,27.33,26.33,139235,AGYS
2019-10-18,27.28,26.62,26.8,26,102129,AGYS
2019-10-14,47.96,48.06,48.81,49.94,13545,AGZD
2019-10-15,48.31,49.94,48.75,48.83,2612,AGZD
2019-10-16,49.1,50.2,49.58,49.97,3752,AGZD
